accession	organism specise	kmerfinder(Com)	kmerfinder(Type)	fIDBAC	ANI(%)
NCTC11801	Providencia rettgeri	Providencia sp.	Providencia rettgeri	Providencia rettgeri	99.9785
NCTC11824	Streptococcus equi subsp. zooepidemicus	Streptococcus equi	Streptococcus equi	Streptococcus equi	97.5287
NCTC11842	Pseudomonas luteola	Pseudomonas sp.	Pseudomonas zeshuii	Pseudomonas zeshuii	99.8473
NCTC11854	Streptococcus equi subsp. zooepidemicus	Streptococcus equi	Streptococcus equi	Streptococcus equi	97.478
NCTC11872	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	97.6702
NCTC11886	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	98.9181
NCTC11904	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	98.8956
NCTC11925	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	98.4587
NCTC11931	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	95.453
NCTC11938	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	99.9663
NCTC11939	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.4397
NCTC11962	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6817
NCTC11963	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6872
NCTC11964	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	99.5099
NCTC11965	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7252
NCTC11976	Legionella cherrii	Legionella cherrii	Legionella cherrii	Legionella cherrii	99.997
NCTC11978	Legionella feeleii	--	Legionella feeleii	Legionella feeleii	98.3063
NCTC11979	Legionella hackeliae	Legionella hackeliae	Legionella hackeliae	Legionella hackeliae	99.9993
NCTC11984	Legionella pneumophila	--	Legionella pneumophila	Legionella pneumophila	96.8844
NCTC11986	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	96.9749
NCTC12000	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	96.7055
NCTC12007	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	99.5292
NCTC12008	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	96.9649
NCTC12012	Vibrio cincinnatiensis	Vibrio cincinnatiensis	Vibrio cincinnatiensis	Vibrio cincinnatiensis	99.9991
NCTC12023	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9691
NCTC12024	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	96.7897
NCTC12025	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	97.2214
NCTC12026	Providencia rustigianii	Providencia rustigianii	Providencia rustigianii	Providencia rustigianii	99.2056
NCTC12028	Morganella morganii	Morganella morganii	Morganella morganii	Morganella morganii	98.8794
NCTC12035	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.3223
NCTC12045	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8749
NCTC12046	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7498
NCTC12047	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8361
NCTC12048	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9821
NCTC12049	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7813
NCTC12050	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.881
NCTC12051	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9617
NCTC12052	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8978
NCTC12054	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7593
NCTC12057	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8733
NCTC12058	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8311
NCTC12059	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.953
NCTC12060	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9447
NCTC12061	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.867
NCTC12062	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8634
NCTC12064	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8781
NCTC12065	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8263
NCTC12066	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9133
NCTC12067	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9258
NCTC12068	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	99.0689
NCTC12069	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8751
NCTC12090	Streptococcus equi	Streptococcus equi	Streptococcus equi	Streptococcus equi	97.5465
NCTC12091	Streptococcus equi	Streptococcus equi	Streptococcus equi	Streptococcus equi	97.407
NCTC12093	Shewanella putrefaciens	Shewanella putrefaciens	Shewanella oneidensis	Shewanella decolorationis	92.6968
NCTC12101	Staphylococcus auricularis	Staphylococcus auricularis	Staphylococcus auricularis	Staphylococcus auricularis	99.9974
NCTC12103	Staphylococcus sciuri subsp. sciuri	Staphylococcus sciuri	Staphylococcus sciuri	Staphylococcus sciuri	99.9998
NCTC12112	Fusobacterium ulcerans	Fusobacterium ulcerans	Fusobacterium ulcerans	Fusobacterium ulcerans	99.9932
NCTC12127	Shimwellia blattae	Shimwellia blattae	Shimwellia blattae	Shimwellia blattae	99.9994
NCTC12143	Campylobacter coli	Campylobacter coli	Campylobacter coli	Campylobacter coli	98.7135
NCTC12146	Klebsiella terrigena	Raoultella ornithinolytica	Raoultella terrigena	Raoultella terrigena	99.1248
NCTC12156	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	99.9999
NCTC12158	Klebsiella planticola	Raoultella ornithinolytica	Raoultella ornithinolytica	Raoultella ornithinolytica	99.0595
NCTC12167	Streptococcus vestibularis	Streptococcus vestibularis	Streptococcus vestibularis	Streptococcus vestibularis	98.4462
NCTC12168	Ochrobactrum anthropi	Ochrobactrum anthropi	Ochrobactrum anthropi	Ochrobactrum anthropi	99.9973
NCTC12171	Ochrobactrum intermedium	Ochrobactrum anthropi	Ochrobactrum intermedium	Ochrobactrum intermedium	99.9993
NCTC12174	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	97.0602
NCTC12180	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	99.9999
NCTC12181	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	96.9232
NCTC12191	Streptococcus canis	Streptococcus canis	Streptococcus canis	Streptococcus canis	100
NCTC12194	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	98.2807
NCTC12195	Staphylococcus gallinarum	Staphylococcus succinus	Staphylococcus gallinarum	Staphylococcus gallinarum	99.9826
NCTC12196	Staphylococcus caprae	Staphylococcus caprae	Staphylococcus caprae	Staphylococcus caprae	99.9977
NCTC12201	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	98.8784
NCTC12202	Enterococcus faecium	Enterococcus faecium	Enterococcus faecium	Enterococcus faecium	99.4187
NCTC12203	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	99.8811
NCTC12204	Enterococcus faecium	Enterococcus hirae	Enterococcus hirae	Enterococcus hirae	99.9976
NCTC12217	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.9997
NCTC12224	Streptococcus hyointestinalis	Streptococcus suis	Streptococcus hyointestinalis	Streptococcus hyointestinalis	99.9992
NCTC12225	Staphylococcus delphini	Staphylococcus delphini	Staphylococcus delphini	Staphylococcus delphini	99.9992
NCTC12232	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8658
NCTC12233	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8617
NCTC12241	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.9139
NCTC12272	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	Legionella pneumophila	99.9999
NCTC12277	Streptococcus criceti	Streptococcus sobrinus	Streptococcus criceti	Streptococcus criceti	100
NCTC12278	Streptococcus ferus	Streptococcus ferus	Streptococcus ferus	Streptococcus ferus	100
NCTC12279	Streptococcus sobrinus	Streptococcus sobrinus	Streptococcus sobrinus	Streptococcus sobrinus	100
NCTC122	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.3801
NCTC12365	Enterococcus malodoratus	Enterococcus avium	Enterococcus malodoratus	Enterococcus malodoratus	100
NCTC12366	Enterococcus malodoratus	Enterococcus avium	Enterococcus malodoratus	Enterococcus malodoratus	99.9902
NCTC12367	Enterococcus hirae	Enterococcus faecium	Enterococcus faecium	Enterococcus faecium	99.1997
NCTC12368	Enterococcus hirae	Enterococcus hirae	Enterococcus hirae	Enterococcus hirae	97.799
NCTC12413	Staphylococcus arlettae	Staphylococcus arlettae	Staphylococcus arlettae	Staphylococcus arlettae	99.9997
NCTC12415	Staphylococcus kloosii	Staphylococcus kloosii	Staphylococcus kloosii	Staphylococcus kloosii	99.9994
NCTC12416	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9999
NCTC12421	Enterococcus cecorum	Enterococcus cecorum	Enterococcus cecorum	Enterococcus cecorum	99.9996
NCTC12447	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.3425
NCTC12448	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.8132
NCTC12450	Legionella sainthelensi	Legionella sainthelensi	Legionella sainthelensi	Legionella sainthelensi	96.4627
NCTC12463	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9393
NCTC12479	Streptococcus cristatus	Streptococcus cristatus	Streptococcus cristatus	Streptococcus cristatus	100
NCTC12495	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	98.744
NCTC12543	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	97.822
NCTC12570	Campylobacter coli	Campylobacter coli	Campylobacter coli	Campylobacter coli	98.4221
NCTC12650	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9827
NCTC12652	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9777
NCTC12654	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9919
NCTC12655	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9954
NCTC12694	Salmonella enterica subsp. enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9261
NCTC12697	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	98.8119
NCTC12699	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	97.5653
NCTC12700	Neisseria gonorrhoeae	Neisseria gonorrhoeae	Neisseria meningitidis	Neisseria gonorrhoeae	99.6007
NCTC12709	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9162
NCTC12839	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.3662
NCTC12840	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7557
NCTC12854	Streptococcus parasanguinis	Streptococcus parasanguinis	Streptococcus parasanguinis	Streptococcus parasanguinis	99.9974
NCTC12874	Brachyspira pilosicoli	Brachyspira pilosicoli	Brachyspira pilosicoli	Brachyspira pilosicoli	98.5412
NCTC12880	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.1989
NCTC12899	Bartonella quintana	Bartonella quintana	Bartonella henselae	Bartonella quintana	99.8366
NCTC12903	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.3422
NCTC12924	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	93.8047
NCTC12950	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	97.8899
NCTC12951	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.338
NCTC12952	Enterococcus faecium	Enterococcus faecium	Enterococcus faecium	Enterococcus faecium	99.3863
NCTC12957	Streptococcus acidominimus	Streptococcus respiraculi	Streptococcus acidominimus	Streptococcus acidominimus	99.9997
NCTC12958	Streptococcus thermophilus	Streptococcus thermophilus	Streptococcus thermophilus	Streptococcus thermophilus	98.572
NCTC12982	Yersinia enterocolitica subsp. enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	99.9892
NCTC12986	Yersinia ruckeri	Yersinia ruckeri	Yersinia ruckeri	Yersinia ruckeri	100
NCTC13010	Burkholderia cenocepacia	Burkholderia cenocepacia	Burkholderia cenocepacia	Burkholderia cenocepacia	99.9556
NCTC13014	Stenotrophomonas africana	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	93.464
NCTC13033	Streptomyces griseus	Streptomyces griseus	Streptomyces fulvissimus	Streptomyces griseus	100
NCTC13046	Brachyspira pilosicoli	Brachyspira pilosicoli	Brachyspira pilosicoli	Brachyspira pilosicoli	98.8518
NCTC13095	Klebsiella planticola	Raoultella ornithinolytica	Raoultella ornithinolytica	Raoultella ornithinolytica	99.3808
NCTC13096	Klebsiella planticola	Raoultella ornithinolytica	Raoultella ornithinolytica	Raoultella ornithinolytica	99.5822
NCTC13097	Raoultella terrigena	Raoultella terrigena	Raoultella terrigena	Raoultella terrigena	99.1082
NCTC13098	Raoultella terrigena	Raoultella terrigena	Raoultella terrigena	Raoultella terrigena	96.7568
NCTC13125	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.897
NCTC13127	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9272
NCTC13128	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9329
NCTC13132	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8115
NCTC13133	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8488
NCTC13135	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.3724
NCTC13136	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.938
NCTC13137	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0196
NCTC13138	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8768
NCTC13139	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8577
NCTC13140	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8436
NCTC13141	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8614
NCTC13142	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2784
NCTC13143	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6617
NCTC13145	Proteus vulgaris	Proteus vulgaris	Proteus vulgaris	Providencia rustigianii	99.9722
NCTC13148	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.8882
NCTC13167	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9164
NCTC13169	Enterococcus faecium	Enterococcus faecium	Enterococcus faecium	Enterococcus faecium	99.6152
NCTC13170	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	Clostridium perfringens	98.949
NCTC13175	Salmonella enterica subsp. enterica serovar Goldcoast	Salmonella sp.	Salmonella enterica	Salmonella enterica	98.7074
NCTC13186	Pseudomonas putida	Pseudomonas putida	Pseudomonas putida	Pseudomonas putida	99.9969
NCTC13196	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.7629
NCTC13216	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.9551
NCTC13251	Bordetella pertussis	Bordetella pertussis	Bordetella pertussis	Bordetella pertussis	99.9981
NCTC13276	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus pneumoniae	99.9981
NCTC13277	Staphylococcus aureus MRSA 252	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6651
NCTC13292	Legionella donaldsonii	--	Legionella feeleii	Legionella feeleii	93.7303
NCTC13297	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.1469
NCTC13298	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2012
NCTC13299	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7207
NCTC13300	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7333
NCTC13301	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	97.7279
NCTC13305	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	97.7649
NCTC13347	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9191
NCTC13349	Salmonella enteritidis	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9391
NCTC13351	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9856
NCTC13352	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9929
NCTC13353	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.3048
NCTC13359	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.3073
NCTC13360	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	99.9841
NCTC13368	Klebsiella pneumoniae	Klebsiella quasipneumoniae	Klebsiella variicola	Klebsiella quasipneumoniae	99.3049
NCTC13373	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6603
NCTC13376	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	99.2269
NCTC13377	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	Haemophilus influenzae	97.8794
NCTC13383	Enterococcus hirae	Enterococcus hirae	Enterococcus hirae	Enterococcus hirae	98.8956
NCTC13384	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	98.7544
NCTC13388	Burkholderia oklahomensis	Burkholderia oklahomensis	Burkholderia oklahomensis	Burkholderia oklahomensis	99.9986
NCTC13394	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8082
NCTC13395	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8364
NCTC13406	Enterobacter cloacae	Enterobacter cloacae	Enterobacter hormaechei	Enterobacter hormaechei	99.874
NCTC13420	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	98.0005
NCTC13421	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	97.7094
NCTC13422	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	97.8456
NCTC13424	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter baumannii	97.8577
NCTC13434	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2303
NCTC13437	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.8198
NCTC13438	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9854
NCTC13439	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9321
NCTC13440	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.1395
NCTC13441	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.3983
NCTC13442	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.1317
NCTC13443	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.8706
NCTC13450	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9687
NCTC13451	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9778
NCTC13452	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.9893
NCTC13461	Escherichia coli	Escherichia coli	Escherichia coli	Escherichia coli	98.3767
NCTC13462	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.3228
NCTC13463	Escherichia coli	Escherichia coli	Shigella sonnei	Escherichia coli	99.6991
NCTC13464	Enterobacter cloacae	Enterobacter hormaechei	Enterobacter hormaechei	Enterobacter hormaechei	99.0208
NCTC13465	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.0507
NCTC13482	Neisseria gonorrhoeae	Neisseria gonorrhoeae	Neisseria meningitidis	Neisseria gonorrhoeae	99.5792
NCTC13519	Achromobacter spanius	Achromobacter spanius	Achromobacter spanius	Achromobacter spanius	99.9998
NCTC13532	Chryseobacterium indoltheticum	Chryseobacterium indoltheticum	Chryseobacterium indoltheticum	Chryseobacterium indoltheticum	96.0333
NCTC13533	Chryseobacterium shigense	Chryseobacterium carnipullorum	Chryseobacterium carnipullorum	Chryseobacterium carnipullorum	98.1715
NCTC13534	Sphingobacterium daejeonense	Sphingobacterium daejeonense	Sphingobacterium mizutaii	Sphingobacterium cellulitidis	79.8236
NCTC13543	Rhizobium radiobacter	Agrobacterium tumefaciens	Agrobacterium tumefaciens	Agrobacterium radiobacter	99.9956
NCTC13552	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2518
NCTC13585	Neisseria weaveri	Neisseria weaveri	Neisseria weaveri	Neisseria weaveri	98.9666
NCTC13616	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.3046
NCTC13618	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.3545
NCTC13619	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.8164
NCTC13620	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.3434
NCTC13621	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.3311
NCTC13626	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.3688
NCTC13628	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	93.9132
NCTC13629	Yersinia enterocolitica subsp. enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	Yersinia enterocolitica	99.9696
NCTC13634	Staphylococcus saprophyticus subsp saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.996
NCTC13635	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.1578
NCTC13639	Citrobacter freundii	Citrobacter freundii	Citrobacter freundii	Citrobacter freundii	98.6938
NCTC13647	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	Vibrio vulnificus	99.9946
NCTC13667	Bordetella pertussis	Bordetella pertussis	Bordetella pertussis	Bordetella pertussis	99.9677
NCTC13668	Bordetella pertussis	Bordetella pertussis	Bordetella pertussis	Bordetella pertussis	99.9723
NCTC13669	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9315
NCTC13671	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9397
NCTC13673	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.0568
NCTC13674	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.0047
NCTC13676	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9171
NCTC13684	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.0247
NCTC13688	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.4678
NCTC13694	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9472
NCTC13695	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.9502
NCTC13696	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9773
NCTC13697	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9959
NCTC13698	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9703
NCTC13700	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	99.7521
NCTC13701	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella pneumoniae	98.9058
NCTC13705	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	Enterococcus faecalis	98.7338
NCTC13708	Citrobacter youngae	Citrobacter sp.	Citrobacter youngae	Citrobacter youngae	98.4411
NCTC13711	Staphylococcus argenteus	Staphylococcus argenteus	Staphylococcus argenteus	Staphylococcus argenteus	99.9985
NCTC13712	Staphylococcus schweitzeri	Staphylococcus schweitzeri	Staphylococcus schweitzeri	Staphylococcus schweitzeri	99.9796
