accession	organism specise	kmerfinder(Com)	kmerfinder(Type)	fIDBAC	ANI(%)
GCA_000783955.2	Morganella morganii	Morganella morganii	Morganella morganii	Morganella morganii	98.4255
GCA_002386305.1	Morganella morganii	Morganella morganii	Morganella morganii	Morganella morganii	98.4122
GCA_002588265.1	Morganella morganii	Morganella morganii	Morganella morganii	Morganella morganii	98.7635
GCA_002208705.2	Mycobacterium avium	Mycobacterium avium	Mycobacterium avium	Mycobacterium avium	99.8055
GCA_002588215.1	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Mycobacterium tuberculosis	Mycobacterium tuberculosis	99.9921
GCA_002083025.2	Neisseria gonorrhoeae	Neisseria gonorrhoeae	Neisseria meningitidis	Neisseria gonorrhoeae	99.5696
GCA_002073615.2	Neisseria gonorrhoeae	Neisseria gonorrhoeae	Neisseria meningitidis	Neisseria gonorrhoeae	99.574
GCA_002073535.2	Neisseria gonorrhoeae	Neisseria gonorrhoeae	--	Neisseria gonorrhoeae	99.6493
GCA_002073655.2	Neisseria gonorrhoeae	Neisseria gonorrhoeae	Neisseria meningitidis	Neisseria gonorrhoeae	99.5691
GCA_002082895.2	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	97.8549
GCA_002073575.2	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	99.9474
GCA_002073555.2	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	97.761
GCA_002073275.2	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	97.7507
GCA_002073595.2	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	99.9626
GCA_002073235.2	Neisseria meningitidis	--	Neisseria meningitidis	Neisseria meningitidis	97.7528
GCA_002073675.2	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	Neisseria meningitidis	97.7617
GCA_002073715.2	Neisseria sicca	--	Neisseria macacae	Morococcus cerebrosus	96.6232
GCA_002209125.2	Nocardia brasiliensis	Nocardia brasiliensis	Nocardia brasiliensis	Nocardia brasiliensis	99.9995
GCA_002984485.1	Oligella urethralis	Oligella urethralis	Oligella urethralis	Oligella urethralis	98.4228
GCA_002951195.1	Pandoraea apista	Pandoraea apista	Pandoraea apista	Pandoraea apista	99.2871
GCA_002554555.1	Pantoea agglomerans	Pantoea vagans	Pantoea vagans	Pantoea vagans	95.929
GCA_001558735.2	Pantoea vagans	Pantoea vagans	Pantoea vagans	Pantoea vagans	96.5514
GCA_002206325.2	Parabacteroides distasonis	Parabacteroides distasonis	Parabacteroides distasonis	Parabacteroides distasonis	99.9984
GCA_002891075.1	Paraburkholderia fungorum	Paraburkholderia fungorum	Paraburkholderia fungorum	Paraburkholderia fungorum	99.9811
GCA_002073635.2	Paracoccus yeei	Paracoccus yeei	Paracoccus mutanolyticus	Paracoccus yeei	97.9368
GCA_003938725.1	Parvimonas micra	Parvimonas micra	Parvimonas micra	Parvimonas micra	99.9995
GCA_002073255.2	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	98.6815
GCA_002073295.2	Pasteurella multocida	--	Pasteurella multocida	Pasteurella multocida	98.8572
GCA_002083245.2	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	98.7727
GCA_002083205.2	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	98.7814
GCA_002083265.2	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	98.6967
GCA_002083215.2	Pasteurella multocida	Pasteurella multocida	--	Pasteurella multocida	98.7038
GCA_002393385.1	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	98.8959
GCA_002591295.1	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	Pasteurella multocida	98.932
GCA_003019925.1	Pluralibacter gergoviae	Pluralibacter gergoviae	Pluralibacter gergoviae	Pluralibacter gergoviae	99.7404
GCA_002588535.1	Pluralibacter gergoviae	Pluralibacter gergoviae	Pluralibacter gergoviae	Pluralibacter gergoviae	98.6702
GCA_002208725.2	Prevotella melaninogenica	Prevotella melaninogenica	Prevotella melaninogenica	Prevotella melaninogenica	99.9995
GCA_003798325.1	Propionibacterium acidifaciens	Propionibacterium acidifaciens	Propionibacterium acidifaciens	Propionibacterium acidifaciens	99.2677
GCA_000783595.2	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	99.2169
GCA_000784015.2	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	99.1122
GCA_000783575.2	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	99.1013
GCA_000783875.2	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	99.1917
GCA_002206145.2	Proteus mirabilis	Proteus vulgaris	Proteus penneri	Proteus cibarius	95.169
GCA_000783465.2	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	Proteus mirabilis	99.1197
GCA_002591155.1	Proteus vulgaris	Proteus vulgaris	Proteus penneri	Proteus cibarius	96.8493
GCA_003812525.1	Proteus vulgaris	Proteus vulgaris	Proteus vulgaris	Proteus hauseri	99.5949
GCA_002393505.1	Providencia alcalifaciens	Providencia alcalifaciens	Providencia alcalifaciens	Providencia alcalifaciens	99.9835
GCA_002984195.1	Providencia rettgeri	Providencia rettgeri	Providencia rettgeri	Providencia rettgeri	83.4401
GCA_000783455.2	Providencia stuartii	Providencia stuartii	Providencia stuartii	Providencia stuartii	100
GCA_002983665.1	Providencia stuartii	Providencia stuartii	Providencia stuartii	Providencia stuartii	99.3085
GCA_002206175.2	Providencia stuartii	Providencia stuartii	Providencia stuartii	Providencia stuartii	99.3831
GCA_001558855.2	Providencia stuartii	Providencia stuartii	--	Providencia stuartii	99.3155
GCA_001471435.2	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.8129
GCA_002206285.2	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.3013
GCA_001471355.2	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.4937
GCA_003938805.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.1561
GCA_003812905.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.8294
GCA_003812885.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	98.8455
GCA_003813025.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	--	Pseudomonas aeruginosa	99.2725
GCA_003813005.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.36
GCA_003812165.1	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	Pseudomonas aeruginosa	99.3802
GCA_002951475.1	Pseudomonas fulva	Pseudomonas fulva	--	Pseudomonas fulva	99.4171
GCA_002943995.1	Pseudomonas monteilii	Pseudomonas monteilii	--	Pseudomonas monteilii	95.8482
GCA_002208745.2	Pseudomonas protegens	Pseudomonas protegens	Pseudomonas protegens	Pseudomonas protegens	98.8319
GCA_003938945.1	Pseudomonas putida	Pseudomonas putida	Pseudomonas entomophila	Pseudomonas entomophila	86.0907
GCA_002554535.1	Pseudomonas putida	Pseudomonas sp.	Pseudomonas putida	Pseudomonas putida	96.8033
GCA_002588485.1	Pseudomonas putida	Pseudomonas fluorescens	Pseudomonas baetica	Pseudomonas baetica	88.9211
GCA_003797385.1	Pseudopropionibacterium propionicum	Pseudopropionibacterium propionicum	Pseudopropionibacterium propionicum	Pseudopropionibacterium propionicum	99.0123
GCA_002208765.2	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis	99.9995
GCA_002393485.1	Ralstonia pickettii	Ralstonia pickettii	--	Ralstonia pickettii	87.4347
GCA_002635365.1	Raoultella ornithinolytica	Raoultella ornithinolytica	--	Raoultella ornithinolytica	99.3254
GCA_000783935.2	Raoultella planticola	Raoultella planticola	Raoultella planticola	Raoultella planticola	99.3286
GCA_002554635.2	Raoultella planticola	Raoultella planticola	Raoultella planticola	Raoultella planticola	99.3262
GCA_002635135.1	Raoultella planticola	Raoultella planticola	Raoultella planticola	Raoultella planticola	99.2628
GCA_002588355.1	Raoultella planticola	Raoultella planticola	Raoultella planticola	Raoultella planticola	99.2968
GCA_003699975.1	Raoultella planticola	Raoultella planticola	Raoultella planticola	Raoultella planticola	99.2516
GCA_002983865.1	Roseobacter denitrificans	Roseobacter denitrificans	Roseobacter denitrificans	Roseobacter denitrificans	99.9984
GCA_002386365.1	Rothia mucilaginosa	Rothia mucilaginosa	Rothia mucilaginosa	Rothia mucilaginosa	95.4397
GCA_002386325.1	Salmonella enterica subsp. enterica serovar Saintpaul	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.8866
GCA_002386165.1	Salmonella enterica subsp. enterica serovar Paratyphi A	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.7867
GCA_002206245.2	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.7631
GCA_002206525.2	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.7346
GCA_002206165.2	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.3267
GCA_002206495.2	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9423
GCA_001188155.2	Salmonella enterica subsp. houtenae	Salmonella enterica	Salmonella enterica	Salmonella enterica	95.3983
GCA_000783815.2	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9233
GCA_001188125.2	Salmonella enterica subsp. enterica serovar Heidelberg	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.1284
GCA_001558355.2	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	100
GCA_002983965.1	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9601
GCA_002984035.1	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.0803
GCA_002984285.1	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9493
GCA_002208965.2	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.8644
GCA_002209205.2	Salmonella enterica	Salmonella enterica	Salmonella enterica	Salmonella enterica	98.9291
GCA_002209225.2	Salmonella enterica subsp. enterica serovar Typhimurium	Salmonella enterica	Salmonella enterica	Salmonella enterica	99.9512
GCA_002588845.1	Serratia fonticola	Serratia fonticola	Serratia fonticola	Serratia fonticola	95.6444
GCA_001559135.2	Serratia liquefaciens	Serratia liquefaciens	Serratia liquefaciens	Serratia liquefaciens	98.8049
GCA_000783915.2	Serratia marcescens	Serratia marcescens	Serratia marcescens	Serratia marcescens	95.4229
GCA_000783615.2	Serratia marcescens	Serratia marcescens	Serratia marcescens	Serratia marcescens	95.1354
GCA_000783975.2	Serratia marcescens	Serratia marcescens	Serratia marcescens	Serratia marcescens	95.4455
GCA_002206385.2	Serratia odorifera	Serratia odorifera	Serratia odorifera	Serratia odorifera	99.9739
GCA_000783735.2	Shigella flexneri	Shigella flexneri	Shigella flexneri	Shigella flexneri	99.5202
GCA_001188055.2	Shigella flexneri	Shigella flexneri	Shigella boydii	Shigella boydii	99.8232
GCA_003855135.1	Shigella flexneri	Shigella flexneri	Shigella flexneri	Shigella flexneri	99.7738
GCA_003855115.1	Shigella sonnei	Shigella sonnei	Shigella sonnei	Shigella sonnei	99.8674
GCA_001471365.2	Shigella sonnei	--	Shigella sonnei	Shigella sonnei	99.8449
GCA_000783795.2	Shigella sonnei	Shigella sonnei	Shigella sonnei	Shigella sonnei	99.8941
GCA_001558295.2	Shigella sonnei	Shigella sonnei	Shigella sonnei	Shigella sonnei	99.868
GCA_002206395.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7886
GCA_001471675.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8868
GCA_001471695.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8247
GCA_001019195.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8104
GCA_001019215.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.034
GCA_001019565.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8265
GCA_001019175.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6775
GCA_001019555.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9901
GCA_001019135.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0313
GCA_001019055.2	Staphylococcus aureus	--	Staphylococcus aureus	Staphylococcus aureus	98.9751
GCA_001019065.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.9924
GCA_001019045.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0854
GCA_001019035.2	Staphylococcus aureus	--	Staphylococcus aureus	Staphylococcus aureus	99.0664
GCA_001019455.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7328
GCA_001019015.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9943
GCA_001019475.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9824
GCA_001018965.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.4496
GCA_001018905.2	Staphylococcus aureus	Staphylococcus aureus	--	Staphylococcus aureus	98.9778
GCA_001018955.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9458
GCA_001018885.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9566
GCA_001018875.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0235
GCA_001018795.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8577
GCA_001019375.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0494
GCA_001019355.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.1032
GCA_001019335.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9941
GCA_001018715.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9947
GCA_001018635.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.4111
GCA_001019295.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8348
GCA_001018735.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9934
GCA_001019275.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9814
GCA_001019575.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.9619
GCA_001018835.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2938
GCA_001019485.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8461
GCA_001018845.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.2485
GCA_001018775.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0792
GCA_001018685.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8879
GCA_001019535.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.158
GCA_001018975.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6948
GCA_001018915.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9939
GCA_001019435.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.992
GCA_001019415.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9873
GCA_001019395.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.7106
GCA_001019305.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0052
GCA_001558795.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.9666
GCA_000626615.3	Staphylococcus aureus subsp. aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8855
GCA_001019255.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0548
GCA_001018645.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.1532
GCA_001018655.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9926
GCA_001018725.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9929
GCA_001018805.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9064
GCA_001019495.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.9938
GCA_001019125.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.1366
GCA_001019205.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0532
GCA_001471715.2	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.8481
GCA_002386245.1	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.9193
GCA_002554295.1	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0896
GCA_003938815.1	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	98.9903
GCA_003937725.1	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	99.0288
GCA_003827915.1	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	Staphylococcus aureus	97.6481
GCA_001471555.2	Staphylococcus capitis	Staphylococcus capitis	Staphylococcus capitis	Staphylococcus capitis	98.7461
GCA_002591175.1	Staphylococcus capitis	Staphylococcus capitis	Staphylococcus capitis	Staphylococcus capitis	98.7097
GCA_002984565.1	Staphylococcus cohnii	Staphylococcus cohnii	Staphylococcus cohnii	Staphylococcus cohnii	99.5531
GCA_003956025.1	Staphylococcus cohnii	Staphylococcus cohnii	Staphylococcus cohnii	Staphylococcus cohnii	99.9952
GCA_000783535.2	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	99.5909
GCA_001473265.2	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	99.2797
GCA_002954055.1	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	99.3746
GCA_002944995.1	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	99.6092
GCA_003812425.1	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus epidermidis	97.0688
GCA_003956005.1	Staphylococcus haemolyticus	Staphylococcus haemolyticus	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.1849
GCA_001471285.2	Staphylococcus haemolyticus	Staphylococcus haemolyticus	Staphylococcus haemolyticus	Staphylococcus haemolyticus	96.9215
GCA_001471515.2	Staphylococcus haemolyticus	Staphylococcus haemolyticus	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.2436
GCA_002954105.1	Staphylococcus hominis	Staphylococcus hominis	Staphylococcus hominis	Staphylococcus hominis	98.9843
GCA_003812505.1	Staphylococcus hominis	Staphylococcus hominis	Staphylococcus hominis	Staphylococcus hominis	99.9993
GCA_001558775.1	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.471
GCA_001558815.2	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.6286
GCA_002073395.2	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.9997
GCA_002407165.1	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.4642
GCA_002591215.1	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.4708
GCA_002208805.2	Staphylococcus pettenkoferi	Staphylococcus pettenkoferi	Staphylococcus argensis	Staphylococcus pettenkoferi	96.3788
GCA_001558375.2	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.579
GCA_001558275.2	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.5794
GCA_002208905.2	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.6356
GCA_002209265.2	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.9968
GCA_002209165.2	Staphylococcus sciuri	Staphylococcus sciuri	Staphylococcus sciuri	Staphylococcus sciuri	98.8771
GCA_001559115.2	Staphylococcus simulans	Staphylococcus simulans	Staphylococcus simulans	Staphylococcus simulans	99.081
GCA_002386185.1	Staphylococcus simulans	Staphylococcus simulans	Staphylococcus simulans	Staphylococcus simulans	98.9292
GCA_001471795.2	Staphylococcus warneri	Staphylococcus warneri	Staphylococcus warneri	Staphylococcus warneri	99.6256
GCA_002951115.1	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	97.7321
GCA_002208885.2	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	97.9225
GCA_003938995.1	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	98.1168
GCA_003812985.1	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	Stenotrophomonas maltophilia	97.9396
GCA_002983685.1	Streptobacillus moniliformis	Streptobacillus moniliformis	Streptobacillus moniliformis	Streptobacillus moniliformis	99.9975
GCA_003812805.1	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.0549
GCA_002735265.1	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.9932
GCA_002073695.2	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	Streptococcus agalactiae	99.1112
GCA_002073515.2	Streptococcus equinus	Streptococcus equinus	Streptococcus salivarius	Streptococcus salivarius	94.9301
GCA_002073435.2	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	96.0221
GCA_002386285.1	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	Streptococcus gordonii	96.0164
GCA_002073355.2	Streptococcus intermedius	Streptococcus intermedius	Streptococcus intermedius	Streptococcus intermedius	98.3667
GCA_002083175.2	Streptococcus mutans	Streptococcus mutans	Streptococcus mutans	Streptococcus mutans	99.0238
GCA_002386345.1	Streptococcus oralis	Streptococcus oralis	Streptococcus oralis	Streptococcus oralis	95.0007
GCA_003812725.1	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.7689
GCA_003812645.1	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.8822
GCA_002083085.2	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	98.9733
GCA_001559175.2	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	Streptococcus pyogenes	99.7746
GCA_002073835.2	Streptococcus salivarius	Streptococcus salivarius	Streptococcus salivarius	Streptococcus salivarius	95.2261
GCA_001525595.2	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	98.5929
GCA_001471275.2	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	100
GCA_002953975.1	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	99.9999
GCA_002953535.1	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	98.5589
GCA_002953515.1	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	Vibrio alginolyticus	98.4701
GCA_002073335.2	Vibrio cholerae	--	Vibrio cholerae	Vibrio cholerae	99.9954
GCA_001471455.2	Vibrio cholerae	Vibrio cholerae	Vibrio cholerae	Vibrio cholerae	99.9846
GCA_001525525.2	Vibrio cholerae	Vibrio cholerae	Vibrio cholerae	Vibrio cholerae	99.6205
GCA_001471585.2	Vibrio cholerae	Vibrio cholerae	--	Vibrio cholerae	100
GCA_002953395.1	Vibrio diabolicus	Vibrio diabolicus	Vibrio antiquarius	Vibrio diabolicus	98.1186
GCA_002953335.1	Vibrio diabolicus	Vibrio diabolicus	Vibrio antiquarius	Vibrio diabolicus	97.9665
GCA_002953355.1	Vibrio diabolicus	Vibrio diabolicus	Vibrio antiquarius	Vibrio diabolicus	98.1039
GCA_002953375.1	Vibrio fluvialis	Vibrio fluvialis	Vibrio fluvialis	Vibrio fluvialis	97.29
GCA_001558415.2	Vibrio fluvialis	Vibrio fluvialis	Vibrio fluvialis	Vibrio fluvialis	100
GCA_001558435.2	Vibrio harveyi	Vibrio harveyi	Vibrio harveyi	Vibrio harveyi	98.7082
GCA_001525585.2	Vibrio harveyi	Vibrio harveyi	Vibrio harveyi	Vibrio harveyi	98.6537
GCA_001471575.2	Vibrio harveyi	Vibrio harveyi	Vibrio harveyi	Vibrio harveyi	100
GCA_001558475.2	Vibrio mimicus	Vibrio mimicus	Vibrio mimicus	Vibrio mimicus	96.9503
GCA_001471395.2	Vibrio mimicus	Vibrio mimicus	Vibrio mimicus	Vibrio mimicus	97.2157
GCA_001471485.2	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	98.3447
GCA_001188135.2	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	98.2704
GCA_001188035.2	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio parahaemolyticus	98.4057
